"petal_length","petal_width","regression","residuals","squared_residuals"
"4.7","1.4","1.471663585951941","-0.071663585951941","0.005135669551491235"
"4.5","1.5","1.4054528650646951","0.09454713493530487","0.008939160724474746"
"4.9","1.5","1.537874306839187","-0.03787430683918691","0.0014344631185488803"
"4","1.3","1.2399260628465805","0.060073937153419577","0.0036088779251130048"
"4.6","1.5","1.438558225508318","0.06144177449168198","0.003775091652686702"
"4.5","1.3","1.4054528650646951","-0.10545286506469509","0.01112030675035279"
"4.7","1.6","1.471663585951941","0.12833641404805918","0.01647023517071488"
"3.3","1","1.00818853974122","-0.008188539741220024","6.70521830935397e-05"
"4.6","1.3","1.438558225508318","-0.13855822550831798","0.0191983818560139"
"3.9","1.4","1.2068207024029576","0.19317929759704233","0.03731824102008664"
"3.5","1","1.0743992606284658","-0.0743992606284658","0.005535249982062382"
"4.2","1.5","1.3061367837338265","0.19386321626617353","0.03758294662106517"
"4","1","1.2399260628465805","-0.23992606284658047","0.05756451563306128"
"4.7","1.4","1.471663585951941","-0.071663585951941","0.005135669551491235"
"3.6","1.3","1.1075046210720887","0.19249537892791135","0.03705447090860018"
"4.4","1.4","1.3723475046210722","0.027652495378927666","0.000764660500681616"
"4.5","1.5","1.4054528650646951","0.09454713493530487","0.008939160724474746"
"4.1","1","1.2730314232902034","-0.27303142329020336","0.0745461581038742"
"4.5","1.5","1.4054528650646951","0.09454713493530487","0.008939160724474746"
"3.9","1.1","1.2068207024029576","-0.10682070240295749","0.011410662461861208"
"4.8","1.8","1.5047689463955638","0.29523105360443624","0.08716137501238551"
"4","1.3","1.2399260628465805","0.060073937153419577","0.0036088779251130048"
"4.9","1.5","1.537874306839187","-0.03787430683918691","0.0014344631185488803"
"4.7","1.2","1.471663585951941","-0.27166358595194096","0.07380110393226762"
"4.3","1.3","1.3392421441774491","-0.03924214417744909","0.0015399458796437014"
"4.4","1.4","1.3723475046210722","0.027652495378927666","0.000764660500681616"
"4.8","1.4","1.5047689463955638","-0.10476894639556389","0.01097653212883654"
"5","1.7","1.5709796672828098","0.12902033271719016","0.016646246254454447"
"4.5","1.5","1.4054528650646951","0.09454713493530487","0.008939160724474746"
"3.5","1","1.0743992606284658","-0.0743992606284658","0.005535249982062382"
"3.8","1.1","1.1737153419593345","-0.07371534195933438","0.005433951640181604"
"3.7","1","1.1406099815157118","-0.1406099815157118","0.019771166901848814"
"3.9","1.2","1.2068207024029576","-0.0068207024029576235","4.65219812697119e-05"
"5.1","1.6","1.6040850277264325","-0.0040850277264323775","1.668745152572128e-05"
"4.5","1.5","1.4054528650646951","0.09454713493530487","0.008939160724474746"
"4.5","1.6","1.4054528650646951","0.19454713493530496","0.03784858771153576"
"4.7","1.5","1.471663585951941","0.02833641404805909","0.0008029523611030405"
"4.4","1.3","1.3723475046210722","-0.0723475046210722","0.005234161424896064"
"4.1","1.3","1.2730314232902034","0.026968576709796688","0.0007273041297521884"
"4","1.3","1.2399260628465805","0.060073937153419577","0.0036088779251130048"
"4.4","1.2","1.3723475046210722","-0.1723475046210723","0.029703662349110534"
"4.6","1.4","1.438558225508318","-0.03855822550831811","0.0014867367543503136"
"4","1.2","1.2399260628465805","-0.03992606284658051","0.0015940904944290967"
"3.3","1","1.00818853974122","-0.008188539741220024","6.70521830935397e-05"
"4.2","1.3","1.3061367837338265","-0.006136783733826423","3.766011459575657e-05"
"4.2","1.2","1.3061367837338265","-0.10613678373382651","0.01126501686136106"
"4.2","1.3","1.3061367837338265","-0.006136783733826423","3.766011459575657e-05"
"4.3","1.3","1.3392421441774491","-0.03924214417744909","0.0015399458796437014"
"3","1.1","0.9088724584103511","0.19112754158964895","0.03652973715410299"
"4.1","1.3","1.2730314232902034","0.026968576709796688","0.0007273041297521884"
